I_q1_15	I_q2_15	Q_q1_15	Q_q2_15
6.08176e+10	-1.58439e+11	-2.97135e+11	-2.42126e+11
2.14476e+10	1.20013e+11	-6.54656e+10	-1.19293e+11
-1.60613e+11	1.55245e+11	-3.83995e+11	-9.80668e+10
2.93672e+11	2.01907e+11	-1.9878e+11	-5.32467e+10
9.55213e+10	6.99375e+10	-3.13515e+11	-3.62984e+11
3.23655e+11	2.6901e+11	-2.41462e+10	-2.26388e+11
3.36015e+11	2.59749e+11	-4.53052e+11	-1.12846e+10
-3.1873e+11	-3.98166e+10	-1.89769e+11	-1.12995e+11
3.14049e+11	2.7492e+11	-2.13217e+11	7.49573e+10
2.17516e+11	3.31026e+11	-1.60006e+11	-2.51841e+11
-3.85672e+10	-2.91415e+10	-4.50033e+11	-2.74133e+11
4.97004e+11	2.27472e+11	-3.68192e+11	-3.79006e+11
1.66264e+11	2.79835e+11	4.81535e+10	-3.56419e+11
4.90196e+10	-6.443e+10	-3.71509e+11	1.17548e+10
1.88312e+11	3.3447e+11	-7.98758e+10	-2.9223e+11
-7.36039e+10	-3.51019e+10	-1.76825e+11	-2.29258e+11
3.63738e+11	5.72214e+11	-2.35392e+11	-4.62263e+11
1.17404e+11	1.71707e+11	-3.53582e+11	-2.52699e+11
2.03311e+10	-1.22104e+11	-2.50472e+11	3.10463e+11
2.29476e+11	4.51345e+11	-6.01944e+10	-1.38195e+11
2.81727e+11	4.50147e+11	-1.81339e+11	-7.75121e+10
9.03472e+10	4.21584e+10	-1.15404e+11	-1.81596e+11
2.53373e+11	4.27973e+11	-3.50403e+11	-1.12987e+11
2.50241e+11	4.14599e+11	3.72361e+10	-8.34525e+10
4.22228e+10	5.57773e+10	-7.74059e+10	-3.84334e+11
1.33432e+10	1.01038e+11	-1.91836e+11	-2.51543e+11
1.74314e+11	3.58832e+11	-3.88049e+10	-3.38955e+11
9.25008e+10	-5.79678e+10	-2.13941e+11	-1.32383e+11
-2.17679e+11	1.18744e+10	2.56289e+10	-5.81264e+10
7.14611e+10	-4.88598e+10	1.04934e+10	-2.41505e+11
-1.92433e+11	1.09458e+11	-1.77198e+11	-1.71651e+11
-1.21514e+11	-1.10815e+11	-1.49053e+11	4.09584e+10
2.25639e+11	3.4675e+11	1.22782e+10	-7.13699e+10
3.53822e+11	3.21699e+11	-4.99275e+10	-6.02979e+10
7.74585e+10	-4.4645e+10	-3.04186e+11	-2.29571e+11
5.74522e+10	1.20808e+11	-1.19407e+11	-2.75492e+11
-1.05713e+11	4.68429e+10	-1.54448e+11	-2.29424e+11
1.66757e+11	1.71709e+11	5.88778e+10	-1.26227e+11
-1.00288e+11	-1.93137e+11	-2.61607e+11	1.37058e+11
-1.54555e+10	3.57304e+10	-2.49243e+11	-1.59122e+11
3.74105e+10	-4.08031e+09	-4.89146e+10	3.47655e+10
1.53016e+11	4.91289e+11	-1.87408e+11	-2.24867e+11
2.58489e+11	3.63635e+11	-1.55298e+11	-5.18292e+10
-5.64784e+10	1.48296e+11	-3.3491e+11	-3.47359e+11
-1.88196e+11	-4.63095e+10	-2.48891e+11	-2.33099e+10
3.66978e+09	-2.88926e+11	4.26471e+10	-8.0663e+10
6.04734e+10	1.97265e+10	9.52438e+10	-1.90097e+11
3.26523e+11	3.82993e+11	-1.87741e+11	-1.65182e+11
5.33298e+11	4.86144e+11	-1.73123e+11	-2.87972e+10
1.49896e+11	5.58873e+11	-2.41794e+11	-2.46162e+11
8.68242e+10	-5.49018e+10	-1.30202e+11	-2.11278e+11
1.58097e+11	1.72291e+11	-2.38277e+11	-1.80776e+11
1.77423e+11	3.48917e+11	-1.87044e+11	-3.45035e+11
-1.47042e+11	-5.57102e+10	-2.0319e+11	4.41581e+10
3.14179e+11	2.86539e+11	-3.57404e+10	-1.36761e+11
4.2177e+10	1.18175e+11	-3.71851e+10	-2.43692e+11
5.29929e+11	4.50738e+11	-1.79228e+11	-3.09518e+11
1.4923e+11	2.02509e+11	-1.08247e+11	5.44056e+10
2.11156e+11	5.72203e+11	-8.47694e+10	-6.19557e+10
1.35816e+11	3.86237e+11	2.12976e+11	-1.15665e+11
-2.513e+11	1.15991e+11	-3.92641e+11	-3.73077e+10
2.95806e+11	3.63473e+11	1.94197e+11	-2.51288e+11
-6.84753e+10	-4.04648e+10	-6.88531e+10	-3.60106e+11
-6.20421e+10	2.36738e+10	-7.30645e+10	-2.04568e+11
1.30244e+11	2.29332e+11	-1.96422e+11	-2.03157e+11
5.55064e+11	3.82825e+11	-2.03701e+11	9.63472e+09
-1.51934e+11	-1.76754e+10	-2.32514e+11	-2.21696e+11
-2.25321e+11	-5.44902e+10	-2.37089e+11	-1.42478e+11
1.03131e+11	-8.71904e+09	-2.85319e+11	-1.31175e+11
1.65049e+10	-1.07736e+11	-1.82871e+11	-2.69008e+11
-1.11054e+11	-8.95798e+10	1.11646e+11	-3.88332e+11
3.57903e+11	5.60331e+11	-2.15843e+09	-3.57767e+11
-1.22184e+11	-1.18986e+09	-7.16943e+10	-2.20537e+11
1.46398e+11	5.50375e+11	-1.83177e+11	-3.22064e+11
-3.28556e+10	1.33217e+11	6.6172e+10	-2.338e+11
2.74174e+10	3.61249e+10	-3.90035e+11	-2.34289e+11
3.22244e+11	2.44673e+11	-2.81555e+11	-1.77273e+11
-4.57421e+10	-1.35558e+11	-1.8239e+09	-7.96232e+10
-1.13628e+11	1.31011e+11	-1.0211e+10	-6.76535e+10
-2.15115e+11	-7.84442e+10	-2.48588e+11	-2.13344e+11
3.24249e+09	1.3874e+11	5.06278e+10	-6.5719e+10
3.75046e+11	1.67461e+11	-1.83782e+11	-1.7524e+11
1.79763e+11	1.87642e+11	-2.12346e+11	-4.16261e+11
7.02608e+10	-1.24285e+11	-2.6121e+11	-1.95153e+10
8.65038e+10	-1.86348e+11	-2.93779e+11	-1.09467e+11
3.21823e+11	4.92352e+11	-9.19964e+10	-3.53418e+10
-5.19793e+10	-1.02916e+11	-3.31047e+11	2.86441e+10
9.69935e+10	-2.94331e+10	-1.29921e+11	-3.57924e+11
9.22929e+10	8.49839e+10	-1.4076e+11	-1.07879e+11
-1.82337e+11	-3.04411e+11	6.04913e+10	-5.89408e+10
-3.31086e+11	3.5559e+10	-7.54416e+10	-1.40896e+11
9.62269e+10	1.43794e+11	-4.45738e+10	-2.57603e+11
2.09585e+09	4.53327e+10	-1.82787e+11	-5.44637e+11
-9.84259e+10	1.58604e+10	-1.10768e+11	-2.57837e+11
-7.93677e+10	-1.25127e+11	-5.70677e+10	-1.6275e+11
-2.21211e+10	-2.1724e+10	-2.89034e+10	-2.33504e+11
4.69126e+10	1.14514e+11	-2.67976e+11	1.32165e+11
2.0127e+11	6.22764e+11	-1.77113e+11	-1.3063e+11
8.12002e+10	-2.56855e+11	3.72831e+10	-2.05734e+11
3.54407e+11	2.08861e+11	-3.08404e+11	-4.03211e+10
1.72199e+11	3.18346e+11	-1.46932e+11	1.52595e+11
6.16595e+10	-1.70415e+11	-2.96644e+11	-2.00673e+11
5.47122e+10	1.63913e+07	-2.47908e+11	-2.22631e+10
3.26e+11	4.62034e+11	-2.86623e+11	-2.86992e+11
2.42591e+11	1.75366e+11	-1.198e+11	2.78864e+10
3.18158e+11	5.84054e+11	-4.6473e+11	-3.41436e+11
5.35693e+10	-1.13545e+11	-7.73035e+10	-1.72604e+11
3.2431e+11	2.80895e+11	-2.1766e+11	-3.10304e+11
3.1793e+11	2.7552e+11	-2.81888e+11	-6.70325e+10
-2.39894e+10	-8.3822e+10	-8.58098e+10	-2.04403e+11
3.38105e+11	2.08014e+11	-1.80087e+11	-1.27362e+11
1.33082e+10	-2.69536e+10	-3.81497e+11	-2.13391e+11
5.08584e+10	-2.0538e+11	-3.20842e+11	2.43936e+10
-7.63267e+10	1.04722e+10	-7.41221e+10	-1.13261e+11
7.6896e+10	5.81119e+10	-2.46476e+11	-7.12279e+10
2.8847e+11	2.36423e+11	-1.11381e+11	-2.05569e+11
4.37834e+11	5.75404e+11	-6.45969e+10	-5.03881e+11
2.03571e+11	3.74531e+11	-1.27472e+11	-1.87788e+11
2.87516e+11	2.05029e+11	-1.17094e+11	-4.63258e+11
1.1839e+11	2.97219e+11	3.65999e+10	-1.34636e+11
9.76026e+08	1.34691e+11	-8.52004e+10	-1.81185e+11
2.46508e+11	2.44313e+11	-1.17243e+11	-7.39917e+10
4.97274e+10	-1.8305e+10	-1.2726e+11	-3.33496e+11
4.55358e+11	3.8932e+11	-1.09852e+11	-1.9425e+11
1.98076e+11	2.79026e+11	-6.84742e+10	-1.09954e+11
-8.39036e+10	9.5905e+10	-2.73362e+10	-1.38645e+11
6.87502e+09	-7.6491e+10	-2.62262e+11	-3.34019e+11
1.34517e+10	-3.08193e+09	-2.2587e+11	-2.90181e+11
-7.84121e+10	-3.08502e+11	-1.3651e+11	-1.78197e+11
2.59615e+11	4.23936e+11	-1.35e+11	-5.52442e+10
-3.18948e+10	5.96039e+10	-1.694e+11	-1.34307e+11
7.51846e+10	4.33102e+09	9.29888e+10	-1.86918e+11
3.01947e+11	3.10424e+11	-2.49395e+11	-2.69308e+11
5.76138e+10	9.00995e+10	-1.16497e+11	-4.44917e+11
2.9488e+11	2.3202e+11	8.90642e+09	-1.82037e+11
3.83534e+11	5.07465e+11	-2.68096e+11	-3.42641e+11
3.0263e+11	3.98239e+11	-3.11356e+11	-1.74306e+11
1.60762e+11	3.66613e+11	-2.71709e+11	-3.61642e+11
-2.31935e+11	1.60566e+11	-3.50427e+11	-1.98741e+11
2.41287e+11	2.32176e+11	-3.30637e+11	-2.23421e+11
5.35322e+11	2.55673e+11	-1.10694e+11	2.48156e+10
1.85345e+11	6.61546e+11	-2.79634e+11	-2.03423e+11
7.23846e+10	-1.13518e+11	-3.48654e+11	-2.40086e+11
-1.5583e+11	6.62804e+09	-2.12386e+11	-2.61633e+11
-1.55723e+11	1.89122e+10	4.28036e+09	-7.63956e+10
-1.61452e+11	9.02314e+10	-2.08194e+11	-2.03301e+11
-6.73391e+10	3.86566e+10	-8.28646e+10	-1.70365e+11
-9.93513e+10	-2.31162e+10	2.90949e+10	-1.34216e+11
2.39325e+11	5.53737e+11	-1.62427e+11	-8.62192e+10
-8.77798e+10	2.75414e+10	-1.65126e+11	-2.28049e+11
1.37139e+11	3.21236e+11	-2.38719e+11	-6.54988e+10
3.17252e+11	6.1983e+11	-1.5437e+11	-2.95999e+11
-7.32608e+10	6.26404e+10	-2.70841e+11	-1.90634e+11
-2.57258e+11	-3.75822e+10	-1.56026e+10	-2.75478e+11
-6.14818e+10	-1.03662e+11	-1.65208e+11	-3.63861e+11
-2.24707e+11	-1.1177e+11	-1.44105e+11	-2.04098e+11
-6.2418e+10	1.43993e+11	-2.73021e+11	-1.20521e+11
-7.90481e+10	-1.49176e+11	-2.54814e+11	-4.73179e+10
-2.50974e+11	2.8953e+10	-3.01339e+10	-8.08675e+10
1.49663e+11	3.74357e+11	4.68463e+10	-2.27864e+11
1.37449e+11	4.96389e+11	-1.79521e+11	-3.87771e+11
1.00491e+11	3.32419e+10	-2.81277e+11	-1.09332e+11
4.05854e+11	2.3098e+11	-2.40608e+11	-3.12598e+11
-1.9578e+11	-1.19811e+11	-3.28101e+11	-2.90757e+11
-7.89501e+09	3.63518e+10	-9.41597e+10	-1.57574e+11
-4.81036e+10	4.32324e+10	-1.92463e+11	-3.2502e+11
-2.9657e+10	-8.43249e+10	-1.50655e+11	-3.9077e+11
-8.34543e+10	9.43605e+10	-1.99025e+11	-2.22382e+11
-2.48634e+11	-9.9428e+09	-1.26075e+11	-2.80185e+11
-1.96407e+11	-4.90133e+10	-1.08893e+11	-1.27564e+11
4.12001e+11	4.08378e+11	-1.8607e+11	-8.38559e+10
-1.51822e+11	-1.99389e+11	-2.00563e+11	-8.1889e+10
3.39736e+11	5.47694e+11	-1.81612e+10	-1.47427e+11
2.05317e+11	2.12729e+11	2.97826e+10	-5.8119e+10
-7.9396e+10	-1.77581e+11	-1.52203e+11	-1.7338e+11
4.10907e+10	-1.60946e+11	-9.41694e+10	-1.53268e+11
6.98961e+10	-2.66216e+11	-2.44393e+11	-1.82272e+11
-2.75538e+11	-2.70497e+10	-7.68837e+10	-4.7815e+11
3.60015e+11	3.76806e+11	-2.23416e+11	-9.60555e+10
-1.09194e+11	-2.77013e+10	-1.92763e+11	-5.20922e+10
2.87965e+08	-4.24802e+10	-4.79136e+10	-3.32419e+10
8.21196e+10	1.17454e+11	-2.89733e+11	-1.04744e+11
-6.61794e+10	9.08718e+10	-4.06028e+11	-8.9699e+10
1.02082e+11	-4.45619e+10	-5.11874e+10	-3.6688e+11
2.21265e+11	3.22314e+11	-2.23795e+11	-2.2529e+11
4.4429e+11	2.54047e+11	-2.16985e+11	-1.76789e+11
-3.18427e+10	2.3637e+09	-3.41565e+11	-3.13172e+11
-1.26556e+11	8.6911e+09	-1.30235e+11	-2.91627e+11
-1.23061e+11	4.46077e+10	-1.42435e+11	-9.32578e+10
1.566e+10	1.02919e+11	-4.77116e+11	1.11721e+09
-6.7737e+10	-4.8257e+10	-1.46893e+11	-1.02327e+11
5.95059e+11	4.79131e+11	-2.47397e+11	-9.55153e+10
-1.15251e+11	-2.30701e+11	-2.02229e+11	-8.13812e+10
1.7124e+11	1.99624e+11	-8.61388e+10	-2.48182e+11
2.48775e+11	2.00194e+11	-7.15286e+10	-1.68898e+11
-2.74047e+11	-5.95406e+10	-1.79434e+11	-2.82878e+11
2.96595e+11	3.2937e+11	-7.68859e+10	-1.84605e+11
2.87491e+11	5.56284e+11	-3.71595e+11	-2.69084e+11
1.45578e+11	2.48218e+11	-4.4594e+10	-2.41231e+11
-6.03475e+10	1.04416e+11	-1.46665e+11	-1.66654e+11
2.04319e+11	3.93699e+11	-3.08957e+10	1.18632e+10
4.98071e+08	-1.04947e+11	-8.79053e+10	-4.36511e+10
-2.8775e+11	-1.04523e+11	-4.36825e+11	3.20405e+10
-1.64397e+10	1.48059e+11	-2.81201e+11	-8.64927e+10
2.06488e+11	2.04586e+11	-3.6094e+11	-1.98486e+11
-1.1443e+11	-1.11491e+11	-1.83292e+11	-6.42177e+10
-2.26938e+11	9.95036e+10	-1.31722e+11	-1.68175e+11
1.27355e+11	4.88719e+11	-3.14717e+11	1.96085e+11
5.7135e+11	4.87584e+11	-1.10134e+11	-2.15938e+11
-1.29092e+11	-1.09673e+09	-1.23161e+11	-5.03775e+10
-1.8784e+11	-1.66073e+09	-4.33461e+11	-2.58913e+11
1.45962e+11	2.65309e+11	-1.40242e+11	-1.21311e+11
-1.16978e+11	-2.94011e+10	-2.21805e+11	-1.40156e+11
1.24945e+11	3.79977e+11	-1.97768e+11	-4.19915e+09
-1.14731e+10	4.91261e+10	-1.86826e+11	2.28696e+09
-3.21184e+11	8.07755e+09	-1.41209e+11	-2.47176e+11
3.95443e+10	1.96844e+10	-3.04825e+11	-3.2979e+11
-1.38041e+11	-2.51591e+10	-1.47231e+11	-2.29333e+10
1.61272e+10	-1.61489e+11	-2.33864e+11	-9.1783e+10
-3.30105e+10	-5.90783e+10	-2.79633e+11	-2.64489e+11
2.55282e+11	3.58628e+11	-1.88316e+11	-3.43889e+11
-2.35233e+10	-9.46246e+10	-3.00016e+11	-4.00031e+11
4.2052e+11	2.66159e+11	-2.93796e+11	-1.88675e+11
-2.10133e+11	-1.77022e+10	-3.04631e+11	-7.101e+10
-2.2672e+11	3.70655e+10	-2.05017e+11	-1.8601e+11
-1.50118e+10	-1.94044e+11	-1.6349e+11	-2.41103e+11
1.419e+11	4.12784e+11	-2.04843e+11	1.21236e+10
-2.17619e+11	-9.88282e+09	-4.29312e+11	-1.50992e+11
3.21544e+11	2.27012e+11	-2.09972e+11	7.01323e+09
4.4553e+10	-2.08583e+11	-3.95747e+11	-3.64361e+11
3.67055e+11	3.42255e+11	-1.13753e+11	-3.80781e+11
4.103e+11	4.72417e+11	-1.2915e+11	7.11516e+10
3.89613e+11	1.9968e+11	6.16763e+10	-3.08154e+11
-1.67215e+11	-1.90034e+11	-3.37809e+10	-5.08706e+11
-1.68636e+10	1.7352e+10	-3.40312e+11	-1.56179e+11
1.04606e+09	5.03689e+10	-2.1448e+11	-2.28725e+11
-5.72413e+10	9.5094e+10	-1.44171e+11	-5.85377e+10
1.4393e+11	5.03354e+11	-2.28153e+11	-1.8416e+11
3.12645e+11	2.07263e+11	-1.06727e+11	5.49708e+10
-9.33491e+10	-2.56985e+11	-5.64974e+11	-2.03724e+11
-5.43386e+10	9.32839e+10	-9.55544e+10	-9.85913e+10
1.16088e+11	4.45429e+11	-8.8108e+10	-1.30958e+11
3.35562e+11	3.50927e+11	-1.81359e+11	2.46115e+10
4.39183e+11	5.12808e+11	-1.35588e+11	-2.49744e+11
1.78324e+11	2.09197e+11	-1.03325e+10	-2.03181e+11
-8.02424e+10	2.813e+10	-3.97453e+11	-2.6105e+11
-2.779e+11	-3.63085e+10	-2.2402e+11	-2.23676e+11
1.34896e+11	3.0968e+11	-2.10022e+11	-3.67631e+11
2.14974e+11	2.99345e+11	-3.49163e+11	-6.47809e+10
3.18885e+10	-2.02202e+11	-2.25464e+11	-2.68956e+11
9.16164e+10	1.26999e+10	-2.93778e+11	-1.00612e+11
3.24802e+11	2.4313e+11	-2.76906e+11	-2.03374e+11
-1.23988e+11	6.4189e+10	-7.83421e+10	-7.30742e+10
-1.15208e+11	-1.24659e+11	-1.88753e+11	-2.38189e+11
-1.97142e+10	4.45545e+08	-8.12918e+10	3.83623e+10
8.13603e+09	-9.72249e+10	-1.56986e+11	-1.34408e+10
-5.35291e+10	-1.90172e+11	-1.22191e+11	-1.02468e+11
-2.27311e+11	-9.42703e+10	-1.94148e+11	-6.18845e+10
2.72289e+10	-2.12382e+11	-9.69943e+10	-1.66794e+11
3.8542e+11	5.87767e+11	-1.10745e+11	-3.51755e+11
2.93735e+11	1.9681e+11	-2.23797e+11	-4.31272e+11
3.17802e+11	1.79422e+11	-2.24395e+11	-5.85772e+10
-7.24733e+10	-1.27178e+11	-1.94911e+11	7.40621e+10
1.56434e+11	2.16767e+11	-2.78262e+11	-5.00758e+11
2.48213e+11	1.78815e+11	-9.26558e+10	-2.72948e+11
2.52609e+11	3.94147e+11	1.53081e+11	-2.25501e+11
3.41435e+11	4.43592e+11	-3.10146e+11	-3.47939e+11
3.43233e+11	3.08158e+11	-6.31288e+09	-8.53483e+10
-1.19674e+11	2.6549e+10	-2.478e+11	-1.60047e+11
2.79224e+11	3.69346e+11	-1.65001e+11	-1.32005e+11
2.5466e+11	1.91015e+11	-1.73895e+11	-1.19582e+11
-1.03217e+11	1.7805e+10	-2.07854e+11	1.77872e+11
1.93492e+09	6.10307e+10	-2.43483e+11	6.54161e+08
3.41303e+11	2.19944e+11	-2.23289e+11	-1.55257e+11
-5.50501e+10	1.42168e+10	-3.67036e+11	-2.90492e+11
1.60732e+11	2.42218e+11	-1.06078e+11	-3.19476e+11
4.37614e+10	-1.77722e+11	-1.35626e+11	-9.62127e+10
9.11951e+08	1.42353e+11	-2.7819e+11	-2.29781e+11
1.98666e+11	5.20987e+11	-3.33854e+11	-2.46128e+11
-1.23152e+11	1.35364e+11	-2.28009e+11	-3.27821e+11
2.7284e+09	4.60897e+10	-5.39802e+10	-1.36796e+11
-1.99439e+11	6.23792e+10	-5.7444e+09	-1.28096e+11
-2.98843e+10	1.23094e+11	-1.60472e+11	-1.01067e+11
-4.34785e+11	1.64382e+10	-1.43319e+11	8.00572e+10
-6.87994e+10	1.20378e+11	-9.84076e+10	-2.19021e+10
-1.86827e+11	8.2963e+10	-9.82746e+10	-2.11518e+11
-2.84556e+11	-6.98023e+10	-1.77658e+11	-2.67607e+11
3.54886e+11	4.09356e+11	-4.42319e+11	-3.15142e+11
6.23342e+11	2.53673e+11	-6.93679e+10	-3.03488e+11
1.02217e+11	8.31958e+10	1.32001e+11	-2.62225e+11
1.47107e+11	4.14914e+11	-2.33236e+11	-3.81925e+11
2.40579e+11	4.43912e+11	-4.25279e+11	6.16137e+10
1.73562e+11	2.34939e+11	-8.47332e+10	-7.58532e+10
3.19175e+11	2.65131e+11	-3.80717e+11	-3.11188e+11
5.39371e+11	3.24043e+11	1.06922e+11	1.55327e+11
9.43806e+10	1.09579e+11	-3.51784e+11	-1.7886e+11
1.70754e+11	2.30497e+11	-2.51348e+11	-7.84211e+10
1.08518e+11	2.82823e+11	-1.29548e+11	-7.97536e+10
-3.50215e+09	-2.88524e+10	-1.21801e+11	-1.31876e+11
2.85213e+11	2.41099e+11	-4.00492e+11	-3.17767e+11
-7.21142e+09	-2.71775e+10	-1.53593e+11	-3.08362e+11
4.64792e+11	6.76477e+11	-5.28927e+11	-4.72818e+10
2.26891e+11	4.1094e+11	-2.54914e+11	-1.51917e+11
-1.7571e+11	-1.43906e+11	-2.67059e+11	-1.93368e+11
1.1897e+11	2.29958e+11	-3.98669e+10	1.04451e+11
3.92443e+11	4.68886e+11	-1.05354e+11	-5.63841e+10
2.60553e+11	2.36957e+11	8.26381e+09	-7.61952e+10
-1.34877e+11	-3.34233e+09	-1.52264e+11	-2.1707e+11
2.17846e+11	5.08213e+11	-1.17179e+11	1.81638e+10
3.32209e+11	1.84925e+11	-3.49263e+11	-1.38908e+11
-7.27873e+10	4.43175e+10	-1.35083e+11	-4.41823e+11
-9.96698e+10	1.51428e+11	-1.18938e+11	-2.69129e+11
1.55115e+11	1.6987e+11	-2.16018e+11	-2.3369e+11
3.38197e+11	2.50171e+11	-7.2192e+10	-2.42386e+11
-1.35309e+11	1.37909e+11	-3.71661e+10	-3.37434e+11
3.68727e+11	2.91404e+11	-4.1505e+11	-5.41806e+09
-2.78282e+11	9.08047e+10	-2.68957e+11	2.80134e+10
1.37615e+11	4.1361e+11	-2.56673e+08	-3.19619e+11
4.16655e+11	4.60526e+11	-1.93292e+11	7.81555e+10
1.00353e+11	4.54441e+10	-1.79173e+11	-1.07294e+11
3.52205e+11	4.1158e+11	-6.43104e+10	-1.83365e+11
2.88524e+11	4.23105e+11	-2.3969e+11	9.28663e+10
2.7832e+11	3.76776e+11	-1.60324e+11	-1.31663e+11
8.82685e+10	7.48958e+10	-2.77337e+11	-1.73853e+11
-3.47741e+10	-4.1233e+10	-8.72705e+10	-2.98553e+11
7.0522e+10	1.56622e+10	3.17134e+10	-3.2001e+11
2.35927e+11	4.45032e+11	-2.61007e+11	1.32538e+10
1.65068e+11	2.36386e+11	-4.11708e+11	-3.15701e+11
-3.39448e+09	1.67321e+10	-5.35909e+11	-2.57663e+11
1.54991e+11	3.89302e+11	-1.46817e+11	-2.29517e+11
-4.59865e+10	-3.14914e+10	-8.06168e+10	-2.18027e+11
1.80028e+10	3.15014e+10	-1.69202e+11	-1.60487e+11
-1.18554e+11	-1.33882e+11	-2.60031e+11	1.22372e+11
3.8766e+11	1.66762e+11	-3.41858e+11	-9.71586e+10
-1.61633e+10	-5.28567e+10	-2.67461e+11	-1.05963e+11
1.33352e+11	2.88388e+11	-4.45152e+11	1.02646e+11
-1.66914e+11	1.03537e+11	-9.25846e+09	-3.70986e+11
-8.44378e+10	1.39078e+11	1.54473e+11	-2.36024e+11
-1.6492e+11	-4.95031e+10	-2.02145e+11	-3.12563e+11
3.60377e+11	3.58844e+11	-1.44564e+11	-2.58463e+11
-1.53486e+10	2.409e+10	-2.09454e+11	-6.7262e+10
2.15705e+10	-2.11056e+11	-9.64437e+10	-1.50099e+11
-1.9873e+11	1.033e+11	-2.05652e+11	-3.56252e+11
-3.45666e+10	8.49281e+10	-2.52884e+11	-3.93369e+11
2.0868e+11	6.24745e+11	-1.30317e+11	2.37435e+10
1.01228e+11	-1.83516e+11	-1.22614e+11	-3.96749e+11
-3.02233e+09	-5.9016e+10	-1.35789e+11	-1.64963e+10
-5.88126e+10	8.3594e+10	-3.58511e+11	-2.99487e+11
7.3031e+10	-1.20249e+10	-2.90389e+11	-1.74865e+09
4.60878e+10	1.08743e+11	-2.47338e+11	-3.86091e+11
2.35998e+11	3.45591e+11	-4.28557e+11	-1.6331e+11
-6.4604e+10	7.26201e+10	-1.8988e+11	-3.57166e+10
2.17118e+11	3.92354e+11	3.95592e+10	-1.36761e+11
3.44617e+11	3.63017e+11	-9.84453e+10	-4.13822e+11
-8.99099e+09	-4.62078e+10	-3.51965e+10	-5.9304e+10
4.13159e+11	4.33574e+11	-1.80791e+11	-2.49483e+10
2.83607e+11	3.8137e+11	-5.38394e+10	-2.81312e+11
-1.373e+11	9.94433e+10	-8.33001e+10	-1.85127e+11
3.57078e+11	4.05667e+11	-3.12312e+11	-1.28075e+11
1.99132e+10	-9.23604e+10	1.23189e+11	-2.99651e+11
-1.5099e+10	-9.56919e+10	-1.48167e+11	-1.61087e+11
-1.20412e+11	5.94985e+10	-1.86265e+11	-4.89908e+11
4.11952e+11	5.84228e+11	-2.70228e+11	-7.22189e+10
4.03513e+11	2.11191e+11	-1.90208e+11	-3.24152e+11
3.47096e+11	2.11786e+11	-6.46763e+10	-2.07761e+11
1.60085e+11	4.60342e+11	-1.77259e+11	-1.12504e+11
2.29378e+11	3.97722e+11	-3.54949e+11	-2.43344e+11
8.03716e+10	-7.52613e+10	-9.766e+10	-2.36316e+11
-1.03689e+11	5.58488e+10	4.65304e+10	-2.80659e+11
-1.28402e+11	-1.7157e+11	-1.7525e+11	-6.41625e+10
1.60074e+11	5.51462e+11	-1.75232e+11	-1.51476e+11
2.35178e+11	4.84282e+11	-1.33121e+11	-1.98677e+11
-3.71581e+11	-3.47797e+10	-1.90497e+11	-2.55288e+11
-9.81338e+10	8.39859e+10	-1.24545e+11	-5.00518e+11
-3.25993e+10	-3.00199e+10	7.42044e+10	-1.52266e+11
4.45502e+11	7.11942e+11	-1.51774e+11	2.26259e+10
-2.3704e+09	-3.4333e+10	-1.99164e+11	-1.18558e+11
1.1947e+11	3.17855e+11	4.02823e+10	-1.68924e+11
2.62737e+10	5.42436e+10	-2.86195e+11	-1.16068e+11
9.62541e+10	9.52166e+10	-1.88905e+11	-2.48715e+11
-5.41322e+09	-2.59917e+10	-1.75592e+11	-5.02355e+11
3.6915e+11	2.63259e+11	-1.20177e+11	6.64357e+10
2.53191e+11	4.70539e+11	-2.64047e+11	-2.42869e+11
-3.61465e+09	-2.80006e+11	-1.51252e+11	-1.3363e+11
1.30706e+11	3.59938e+11	-3.9487e+11	-3.55662e+11
2.65323e+11	3.50662e+11	-1.24807e+11	-1.73242e+11
-1.40768e+10	-2.12289e+11	-1.36889e+11	-2.04995e+11
9.97182e+10	-2.41528e+11	-2.5208e+11	-3.29437e+11
3.8873e+11	3.7435e+11	-1.97565e+11	-1.83595e+11
-3.05701e+11	1.2687e+11	1.52479e+11	-1.27587e+11
2.25744e+11	2.32356e+11	-1.02027e+11	-1.61894e+11
4.7873e+11	2.48006e+11	-4.12013e+11	-2.16328e+11
2.14601e+11	6.00887e+11	-2.51399e+11	-1.48397e+11
-1.60482e+11	-1.13059e+11	-5.80449e+10	-6.04339e+10
2.47648e+11	4.31438e+11	5.53053e+10	7.30056e+10
4.57034e+11	3.10479e+11	5.75192e+10	8.75942e+10
2.83399e+11	2.60915e+11	-2.56124e+11	3.06189e+10
-6.57152e+10	5.25225e+10	-1.03059e+11	-7.4232e+10
-7.93703e+10	2.30297e+10	-2.56976e+11	-4.48439e+10
-8.83885e+10	-3.21003e+11	-1.5922e+11	2.1338e+11
1.12292e+11	1.93305e+11	-1.55298e+11	-1.98873e+11
1.26434e+11	5.35911e+11	4.79873e+10	-1.82978e+11
-1.92771e+11	-2.74565e+10	-3.1626e+11	-1.14433e+11
-1.13084e+11	-4.08798e+10	-2.42699e+11	-1.0764e+11
-1.55352e+10	8.8077e+09	-4.19441e+11	-3.08399e+11
-1.82205e+11	3.54759e+09	-1.08152e+11	2.46841e+10
