I_q1_15	I_q2_15	Q_q1_15	Q_q2_15
-9.89363e+10	-2.72222e+11	-1.40535e+11	-4.31735e+10
3.59381e+11	2.83844e+11	-5.86119e+10	-1.42139e+11
-1.78283e+11	-3.86916e+10	-1.89993e+11	-2.78075e+11
-1.47654e+11	-7.23563e+10	-3.22107e+10	-1.18949e+11
-6.98689e+10	-5.82654e+10	-3.01517e+11	-3.01626e+11
3.83276e+10	-4.13895e+10	-1.77166e+11	-2.5798e+11
-1.74137e+11	5.33279e+10	-5.01819e+10	-2.51793e+11
5.39757e+10	6.55487e+10	-2.47476e+11	-3.31346e+10
2.4225e+11	2.58734e+11	-2.4398e+11	-2.57086e+11
1.22419e+11	2.70485e+11	-2.90597e+11	-3.79285e+11
3.25838e+11	3.63812e+11	1.12607e+11	-1.83299e+11
-1.00578e+11	9.39213e+10	-1.84694e+11	-4.15452e+11
8.83646e+10	-2.01192e+11	-8.897e+10	-6.7484e+10
-3.48553e+10	5.86644e+10	-2.10517e+11	-1.04107e+10
3.02991e+11	4.97128e+11	1.82208e+11	-3.86573e+10
3.0423e+10	8.39099e+10	1.91909e+11	-2.56253e+11
-1.01663e+11	5.80043e+10	-2.003e+11	-8.75197e+10
-6.11458e+10	-1.42641e+11	-4.21033e+11	-1.86614e+11
-2.95326e+10	7.89575e+09	-1.76603e+11	-2.24638e+11
-1.00723e+11	1.13005e+11	-2.20955e+11	-1.5236e+11
2.39283e+11	4.76161e+11	-1.751e+11	7.09258e+09
-1.35213e+10	-4.48652e+10	5.98487e+10	1.21978e+11
9.56506e+09	1.46422e+11	-1.12697e+11	-2.45795e+11
-3.60783e+10	1.45484e+10	-1.34536e+11	-1.83189e+11
1.09109e+11	5.71831e+11	-2.52143e+11	-4.36919e+11
-1.62469e+11	-5.2499e+10	-2.11278e+11	-7.04195e+10
3.02094e+11	2.78085e+11	-1.34612e+11	1.27907e+11
-8.63284e+10	-2.98023e+09	-3.17688e+11	-3.15681e+11
4.92655e+10	-1.84963e+11	-2.91293e+11	-1.5585e+11
2.95703e+11	2.8859e+11	8.85963e+10	-3.08659e+11
7.29747e+09	8.3293e+10	-2.14114e+11	-2.62881e+11
2.78695e+11	3.50371e+11	-2.25816e+11	-2.27491e+11
-8.81635e+10	1.43003e+11	-3.62976e+11	-2.9736e+11
2.85294e+11	3.88249e+11	-8.76494e+10	-3.5582e+11
-1.01846e+11	1.86812e+10	-3.02909e+11	-7.11031e+10
4.40726e+11	3.97956e+11	-8.33884e+10	-1.89026e+11
-5.29781e+10	1.44175e+11	-3.36249e+11	-2.71049e+11
3.38246e+11	2.86886e+11	-1.8368e+11	-8.34178e+10
-1.33507e+11	-1.61687e+11	-3.5059e+11	-1.67938e+11
-1.29643e+11	-1.34789e+11	2.18101e+10	-8.34581e+10
2.63164e+11	2.21787e+11	-1.72856e+11	-9.99324e+10
1.62886e+11	2.28775e+11	3.67302e+10	-1.46756e+11
3.18698e+11	2.31988e+11	-2.34307e+11	-5.93223e+10
4.57112e+10	-2.66545e+09	-4.73937e+11	-5.11609e+10
-1.22633e+10	1.18598e+11	-1.70488e+11	-4.08299e+11
-6.42043e+10	7.63427e+10	-2.30819e+11	-3.78405e+11
-1.3588e+11	8.93883e+09	-2.10248e+11	-3.08984e+11
4.25926e+11	2.63469e+11	-2.29244e+11	-1.56543e+11
4.29928e+10	-5.15856e+10	-1.81353e+11	-1.16276e+11
1.96012e+11	6.07926e+11	-1.76303e+11	-1.80341e+11
1.34788e+10	-2.00564e+11	1.10586e+11	2.08294e+11
2.51584e+11	4.17376e+11	-3.16367e+11	-2.36543e+11
3.20547e+11	2.67101e+11	3.44109e+10	-1.82324e+11
-1.54748e+11	-1.07623e+11	-2.59466e+09	-2.47558e+11
3.53247e+11	4.16135e+11	-1.15167e+11	-1.87254e+11
-1.30881e+10	6.34674e+10	-2.34457e+11	-3.752e+11
1.10082e+11	4.17303e+11	-1.41996e+11	-2.63633e+11
5.94414e+11	3.86453e+11	-3.02238e+11	-3.09396e+11
-7.91103e+09	-4.19416e+10	-1.53419e+11	-1.48292e+11
-3.34688e+10	4.69808e+10	-9.83469e+10	-3.61878e+11
-2.24382e+10	-1.87085e+11	-1.63154e+11	-2.90607e+11
1.84494e+11	3.3402e+11	-1.74903e+11	-5.43117e+11
5.45091e+11	3.37807e+11	-2.82202e+11	1.2552e+10
1.04943e+11	-4.19587e+11	-4.28122e+10	-4.99347e+11
3.1662e+11	4.64094e+11	-2.30193e+11	-6.0901e+10
2.95911e+11	3.89998e+11	-2.79921e+11	-3.20096e+11
-2.70276e+11	-1.1307e+11	1.38864e+10	-6.63426e+10
1.80859e+11	5.30577e+11	1.7726e+10	-1.87502e+11
-2.11895e+11	7.01293e+10	-2.29501e+11	-2.98315e+11
9.71813e+10	1.26202e+11	-1.29312e+11	1.47346e+10
4.22548e+11	4.81504e+11	-1.8863e+11	-7.31535e+10
-8.28683e+10	5.86443e+10	-3.28001e+10	1.3829e+10
1.35805e+10	1.37151e+11	-8.88471e+10	-2.45591e+11
2.76224e+11	6.05986e+11	-5.90704e+10	-2.0164e+11
-1.52364e+10	6.09212e+10	9.92764e+10	1.10969e+10
4.33292e+10	1.16568e+11	-7.19924e+10	-5.04818e+10
-7.92637e+10	1.06331e+11	-2.49891e+11	-2.53332e+11
-8.20693e+10	-1.31935e+11	-1.05713e+11	-2.65292e+11
-1.85688e+11	1.23378e+11	-1.77121e+11	-2.34616e+11
3.20914e+11	5.15522e+11	-2.40263e+11	-1.15069e+11
-8.38511e+10	-7.20039e+10	-2.07438e+11	-1.67967e+11
-5.22055e+10	1.1394e+11	-6.92751e+10	1.34178e+10
-6.76863e+10	1.06758e+11	-1.24838e+11	-5.98978e+10
2.46607e+11	4.01003e+11	-4.69677e+10	-3.64326e+11
1.82017e+11	2.18261e+11	-1.22646e+11	-1.09646e+11
-5.69429e+10	-3.0354e+10	-1.9338e+11	-1.2133e+11
-4.9242e+10	-9.64705e+10	-1.2886e+11	-1.41668e+11
7.9719e+10	4.1179e+10	-3.52331e+10	-1.49699e+11
-1.34189e+11	6.33225e+09	-1.18831e+11	-1.93933e+11
-1.47026e+11	-4.86691e+10	-8.74437e+10	5.49577e+10
-7.44011e+10	1.51426e+11	-3.55475e+11	-1.32711e+11
2.38151e+11	3.28971e+11	-1.96531e+11	-3.64114e+10
-1.28873e+11	4.10113e+10	-2.45497e+11	-2.51122e+09
-3.13884e+11	-1.35627e+10	-1.39165e+11	-3.30351e+10
3.97116e+09	-1.27769e+11	-1.5288e+11	1.76873e+10
3.90549e+11	5.32543e+11	-1.52116e+11	-2.00984e+11
6.96179e+10	1.06877e+11	-2.09432e+10	-3.69146e+11
5.93062e+10	-1.7506e+11	-9.47319e+10	1.5836e+11
-2.26247e+11	-8.03366e+10	-2.7701e+11	-2.4497e+11
-2.00883e+10	-2.95503e+11	-2.57996e+11	-2.81553e+11
1.3891e+11	3.86542e+11	-2.82533e+11	9.27843e+10
-2.69882e+10	1.12315e+11	-1.88152e+11	-1.25413e+11
1.1422e+11	4.04943e+11	-1.22954e+11	-2.2148e+11
3.73518e+11	4.74292e+11	-1.41196e+11	-2.04777e+11
-9.88144e+10	-1.6335e+10	-1.6343e+11	-1.1743e+11
3.67042e+11	1.908e+11	-2.46931e+11	-6.97486e+10
6.2587e+11	6.21217e+11	-2.03757e+11	-6.81795e+10
-2.47916e+11	6.12065e+10	-1.80764e+11	8.03463e+10
-1.18361e+11	-1.06962e+11	2.80514e+08	-3.23366e+11
2.73157e+11	4.26256e+11	2.69379e+10	-4.45936e+11
3.16409e+11	3.24605e+11	-1.82777e+11	-2.66131e+11
2.6352e+11	2.42905e+11	7.08781e+10	-2.40638e+11
3.1559e+11	3.75844e+11	-1.4e+11	-1.57447e+11
6.81307e+10	-7.84446e+10	-3.43137e+11	6.69073e+10
1.68905e+11	4.08987e+11	-3.21007e+11	-2.88822e+11
-5.54241e+10	-2.31825e+09	-2.13513e+11	-6.8754e+10
9.63036e+10	-3.57807e+10	-2.17748e+11	1.05835e+09
2.80377e+11	2.97017e+11	-1.49173e+11	-1.82903e+11
-2.56468e+11	-2.10902e+11	-1.17387e+11	1.35249e+11
-2.25313e+11	-6.36339e+10	5.46537e+09	-2.3901e+11
2.06409e+11	3.70865e+11	-2.38028e+11	-4.09216e+10
4.04843e+11	4.85838e+11	1.53701e+11	-3.29352e+11
3.70913e+11	2.83635e+11	-1.09672e+11	-2.0707e+10
4.15779e+11	2.90648e+11	-2.89642e+11	-2.2443e+11
3.88004e+11	2.43658e+11	-1.4548e+11	-1.80349e+10
-2.74064e+11	9.68635e+10	-1.2345e+11	-3.25566e+11
1.90201e+11	4.35963e+11	-1.4236e+11	1.23386e+11
1.69053e+11	4.47999e+11	-3.4211e+11	3.09542e+10
5.05303e+11	2.01414e+11	-1.51884e+11	-1.10136e+11
4.41016e+11	3.26348e+11	-3.07275e+11	-7.18579e+10
-6.61634e+10	-2.78771e+10	-2.14671e+11	-1.19816e+11
-1.51926e+11	3.84144e+10	-1.83134e+11	-4.29475e+11
3.62546e+11	2.86468e+11	-1.41856e+11	-6.14785e+10
-3.77726e+10	3.55463e+10	-3.83396e+10	-1.42721e+11
2.7657e+11	5.11837e+11	-1.02168e+11	-1.3658e+11
2.27492e+11	2.41175e+11	-1.84673e+11	-1.39665e+11
2.34805e+11	3.49705e+11	-1.07285e+11	-3.79572e+11
-1.71055e+11	-2.9128e+11	-1.70746e+11	-2.41783e+11
3.63141e+11	2.16971e+11	-3.79321e+11	-5.0022e+11
-1.1157e+11	-1.8436e+11	-1.54611e+11	-1.78105e+11
7.04419e+10	1.19399e+10	-2.95179e+11	-1.00331e+11
-3.37537e+10	8.88731e+10	-7.74942e+10	-3.32888e+11
1.59357e+11	2.25808e+11	-1.82742e+11	-1.1887e+11
1.83072e+10	1.13792e+11	-1.80488e+11	-1.8216e+11
-4.10598e+10	1.15242e+11	-1.47047e+11	-3.0262e+11
-2.66362e+11	1.54593e+11	-3.55914e+09	-1.97295e+11
2.09577e+11	3.84724e+11	-2.42687e+11	-2.76229e+11
-2.1282e+11	-2.4901e+11	-1.52638e+11	-3.47537e+11
8.32289e+10	6.19233e+10	-3.98841e+10	-2.16159e+11
-1.68195e+11	-2.22424e+11	-1.92222e+11	-2.03533e+11
3.57999e+11	4.87964e+11	-1.48677e+11	-3.68248e+11
-1.04099e+11	-6.50004e+10	-2.20835e+11	-4.80235e+10
3.22599e+11	5.44361e+11	-2.30336e+11	-1.74009e+11
-2.09005e+11	-2.23158e+11	-4.02063e+10	-1.89082e+11
3.19217e+11	4.27914e+11	-3.88518e+11	-2.45578e+11
1.07737e+11	1.87806e+11	-2.14183e+11	-1.20182e+11
-2.23279e+10	1.33262e+11	-5.00891e+10	-1.54682e+10
-1.80725e+11	-8.22544e+10	-6.13686e+10	-9.84453e+10
5.09459e+11	3.67961e+11	-2.50358e+11	-4.22381e+10
5.26333e+11	3.39664e+11	1.37383e+11	-3.39466e+11
2.96659e+11	6.58807e+11	4.65732e+10	-1.49425e+11
3.31265e+11	6.31608e+11	5.76351e+10	-1.5342e+11
3.49465e+11	2.04236e+11	-2.2942e+11	-3.60619e+11
1.7212e+10	8.90866e+09	-1.75446e+10	7.60999e+10
1.69758e+10	1.15398e+11	-1.67015e+11	-2.12435e+11
2.62479e+11	5.31945e+11	-2.77518e+11	-4.98377e+10
4.55184e+11	2.75069e+11	-7.49618e+10	-2.2359e+11
2.30636e+11	4.26261e+11	-1.51164e+11	-2.85995e+11
1.18239e+11	2.51655e+11	-6.38697e+10	-1.86903e+11
-1.80438e+10	1.11579e+11	-5.5195e+10	-9.6e+10
2.56982e+11	5.41939e+11	-1.83929e+11	-4.33819e+11
2.2456e+09	-8.53848e+10	-1.58994e+11	-1.68109e+11
1.42016e+10	-6.19885e+10	-4.71685e+10	-1.86515e+11
2.39689e+10	-1.36601e+11	-2.58726e+11	1.81161e+09
-2.36814e+11	-2.33252e+11	-2.10553e+11	-3.11884e+11
-1.36867e+09	4.54877e+10	-1.08369e+11	-3.69899e+11
3.18292e+11	2.87601e+11	-1.79361e+11	-4.19472e+11
1.11418e+11	3.56587e+11	-1.8918e+11	-4.07844e+11
-2.11503e+10	1.13278e+11	-1.84618e+11	1.80605e+11
5.27415e+10	6.44624e+09	-1.70297e+11	-1.63523e+11
1.23486e+11	2.6167e+11	1.05437e+11	-3.34494e+11
2.59394e+11	1.65387e+11	-1.43673e+10	1.81881e+11
-8.1028e+10	-1.1709e+10	-2.78974e+11	-1.24195e+11
4.09177e+11	5.94781e+11	-2.84169e+10	-6.92707e+10
4.53269e+11	6.23802e+11	-4.18857e+11	-1.65175e+11
3.20197e+11	2.10335e+11	-3.72153e+11	-2.74367e+11
-3.1615e+10	1.54127e+11	-1.36051e+11	-1.28362e+11
1.89219e+11	3.96962e+11	-1.06074e+11	-3.03652e+11
-2.24049e+11	1.50661e+11	1.34233e+10	-1.21849e+11
1.47581e+11	3.82119e+11	-1.91753e+11	5.73769e+10
3.27799e+11	4.39972e+11	-6.4081e+10	2.46227e+10
3.3695e+11	4.42003e+11	-1.927e+11	-3.78365e+11
-4.29322e+11	-2.64384e+10	-1.35239e+10	1.35485e+10
6.8872e+10	1.28657e+11	-2.10065e+11	-3.61721e+11
-3.36644e+11	5.60507e+09	-2.39744e+11	-6.92721e+10
-1.34618e+11	-1.03142e+11	-4.49511e+11	-2.66214e+11
4.82401e+11	3.36223e+11	5.82673e+10	-4.09778e+11
-7.49674e+10	1.61063e+11	-7.805e+10	-3.15271e+11
-2.58949e+10	-1.13917e+11	1.37366e+10	-2.21582e+11
-7.86096e+10	-1.05079e+11	-8.45667e+10	-1.16434e+11
2.88905e+11	2.48141e+11	-1.22377e+11	-2.13544e+11
3.53883e+11	5.35626e+11	-5.96568e+09	-2.93161e+11
-2.06852e+11	-1.12094e+10	-8.70686e+10	-4.67286e+10
1.6476e+11	5.69758e+11	-1.90903e+11	-2.28024e+11
9.01997e+10	-1.24076e+11	-2.05845e+11	-2.08116e+11
5.73384e+11	4.20593e+11	-7.89434e+10	-2.93559e+11
-3.08258e+11	9.09049e+10	-1.48613e+11	4.48152e+10
1.65089e+11	3.33343e+11	-9.06151e+10	-2.22598e+11
2.06778e+11	2.94141e+11	-2.87304e+11	3.62221e+10
2.71428e+11	3.87633e+11	-2.57161e+11	-1.90338e+11
1.7102e+11	5.35521e+11	-1.2582e+11	-3.47483e+11
-3.70932e+11	-2.127e+11	-7.0335e+10	2.48593e+11
-7.49517e+10	-3.46415e+09	-1.68589e+11	-5.43363e+10
2.15254e+11	1.77122e+11	-3.17547e+11	-8.57189e+10
4.07521e+10	-7.00686e+10	-2.70995e+11	1.64621e+10
-8.43219e+09	-2.69897e+10	-3.17875e+11	1.3886e+10
-2.48536e+11	-2.93693e+11	-2.51785e+11	-2.23798e+11
3.55984e+11	2.73889e+11	-1.4824e+11	-3.54701e+11
-6.45168e+10	-3.35649e+09	-2.55655e+11	-2.579e+11
3.82655e+11	3.27286e+11	-1.03318e+11	-4.97746e+11
3.82267e+11	3.23005e+11	1.5847e+11	-5.47677e+10
-9.153e+10	3.59263e+10	-1.41682e+11	-1.54015e+11
3.46468e+11	2.57524e+11	-1.82656e+11	-6.8441e+10
-3.87222e+10	-1.73107e+10	-2.8763e+11	-2.61143e+11
-9.86006e+10	8.9132e+10	-1.90691e+11	-1.18233e+11
-7.78429e+10	-7.92567e+10	-2.3682e+11	-2.02969e+11
1.97763e+11	1.93462e+11	-2.00916e+11	-1.90213e+11
4.12237e+10	-3.69892e+10	-2.73143e+11	-3.35126e+11
-7.28495e+10	1.27216e+11	-4.85953e+11	-3.28431e+11
1.66669e+11	3.8381e+11	-1.54939e+11	-2.30784e+11
-2.63567e+11	3.47059e+10	-1.86817e+11	-3.44219e+11
4.32958e+11	2.47947e+11	-2.13525e+11	-3.15542e+11
-2.17376e+11	-1.7716e+11	-2.31277e+11	-5.80385e+10
1.44187e+10	1.19836e+11	-1.38775e+11	7.78746e+10
-6.25949e+10	-1.57688e+10	-3.18355e+11	-1.52262e+11
-1.30743e+11	-2.7966e+11	-3.37669e+11	-3.03556e+11
8.39349e+10	-1.62402e+11	-4.16173e+11	-2.26361e+11
1.26712e+11	4.98005e+11	-1.76719e+11	1.23102e+10
6.95527e+10	6.27209e+10	-1.59001e+11	1.48515e+11
1.75976e+11	4.32785e+11	-4.26063e+11	-1.06213e+11
2.42856e+11	4.30619e+11	1.58004e+10	-6.3432e+10
1.96367e+11	2.17484e+11	-3.63025e+11	-4.11462e+11
-7.50609e+09	1.5518e+11	-5.56856e+10	6.41111e+10
1.8708e+11	1.75615e+11	-1.41466e+11	-2.62765e+11
-5.42764e+10	1.00457e+11	-2.34476e+11	-5.93439e+10
-1.3601e+11	-1.43789e+10	-1.14986e+11	-1.95187e+11
2.19075e+11	6.9445e+11	-6.71521e+10	-7.21298e+10
3.07432e+11	3.68185e+11	-2.10019e+11	3.25348e+10
-5.45748e+10	2.63087e+10	-1.70093e+11	-1.47866e+11
3.20338e+11	2.26172e+11	-8.00159e+10	-2.91487e+11
5.08607e+11	2.60979e+11	-2.12321e+11	-4.38695e+11
-6.5526e+10	-3.10322e+11	-4.84083e+10	4.81226e+10
2.5438e+11	3.09593e+11	-3.21436e+11	-1.68307e+11
-9.1853e+10	7.67015e+10	2.69067e+10	-5.7628e+10
-6.9844e+10	8.58393e+10	-2.80842e+11	-2.82759e+11
-6.16658e+10	1.28817e+11	-1.05366e+11	-2.7245e+11
1.81053e+11	2.4888e+11	-2.10049e+11	-6.73342e+10
4.13651e+11	3.00591e+11	-1.12145e+11	-7.03592e+10
1.38801e+11	2.2533e+11	-1.57005e+11	1.5226e+11
-2.09362e+11	1.21589e+11	-2.29993e+11	-1.90712e+11
3.35474e+11	2.17525e+11	2.45549e+10	-2.39542e+11
2.61838e+11	1.72979e+11	-2.69859e+11	-2.88935e+11
1.89269e+11	3.56853e+11	-1.67139e+11	-2.10479e+09
-2.1908e+11	-3.81656e+10	-1.93751e+11	-3.52809e+11
1.8397e+11	5.29786e+11	-9.76197e+10	-2.76508e+11
-1.54881e+11	-1.06698e+11	-3.31191e+11	5.30012e+10
2.56332e+11	2.89477e+11	4.63862e+10	-1.45663e+11
3.83649e+11	2.59626e+11	-2.2375e+11	-8.0977e+10
2.02697e+11	3.93752e+11	-9.5129e+10	8.56154e+10
-2.38707e+11	-3.13741e+11	-2.08298e+11	1.18106e+11
-3.06144e+09	3.33365e+10	-2.69158e+11	1.94025e+11
1.76642e+11	2.97702e+11	-3.06869e+11	-1.56204e+11
-1.4962e+11	-1.02064e+11	-2.18496e+11	-2.4971e+11
3.68427e+10	-5.0699e+10	-1.06123e+11	-5.71612e+10
4.05829e+10	-6.44885e+09	-1.18848e+11	-1.098e+11
-2.00506e+10	1.00178e+11	-2.15929e+11	-1.77139e+11
2.90827e+11	3.57195e+11	-1.13441e+11	-3.33576e+11
2.79981e+11	7.25724e+11	-3.40039e+11	-3.66808e+11
3.34274e+11	4.20931e+11	-2.75492e+11	-2.29321e+11
3.34486e+10	-5.97667e+10	-5.23675e+10	-1.62513e+11
-2.0115e+11	1.15336e+11	2.02432e+10	-1.54378e+11
-9.55205e+10	-3.46702e+10	-1.00089e+11	-2.19755e+11
-2.83274e+11	1.22128e+11	8.43752e+10	-4.46787e+11
3.94391e+11	5.38999e+11	-2.80998e+11	5.13412e+10
-2.94723e+11	1.28582e+11	3.32303e+11	-2.95099e+11
-1.9582e+11	2.81479e+10	-1.22975e+11	-3.51154e+11
1.3419e+11	3.57657e+11	-1.77957e+11	-4.5736e+11
3.1524e+11	4.34283e+11	-3.55566e+11	-1.81552e+11
4.78148e+11	2.6965e+11	-3.15715e+11	-2.09771e+10
-8.6822e+10	-2.31322e+11	-2.93621e+11	-2.32436e+10
2.87594e+11	2.06126e+11	-1.25654e+11	-2.88454e+11
1.98445e+11	3.4235e+11	-1.49228e+11	-7.7828e+10
4.34153e+11	4.89661e+11	-3.22314e+11	-1.06514e+11
-1.94956e+11	5.91498e+10	-2.8238e+11	-3.39681e+11
1.6152e+11	3.25744e+11	-2.70101e+11	-2.70929e+11
2.28301e+11	1.67863e+11	-1.22131e+11	-2.22415e+11
3.43391e+11	3.57624e+11	-2.69321e+11	-1.88084e+11
1.90184e+11	6.45593e+11	-2.00008e+11	-2.69824e+11
-3.22923e+10	1.04023e+11	-2.65938e+11	1.03102e+11
-2.19232e+11	4.67952e+10	-1.30914e+11	4.58408e+10
4.95419e+11	4.04073e+11	-1.21155e+11	-2.17391e+11
-2.99871e+10	-1.4342e+11	-1.14698e+11	-4.05799e+11
-1.40253e+11	-5.77286e+10	-1.48099e+11	8.04607e+10
1.53318e+10	-6.41748e+10	-3.16904e+11	-2.87094e+11
1.70428e+11	3.7914e+11	-1.13466e+11	-1.59468e+11
3.33428e+11	3.63165e+11	-7.2648e+10	3.10346e+10
1.82319e+11	3.97008e+11	-1.01525e+11	-1.69872e+11
-3.60202e+10	4.77869e+10	-2.94307e+11	2.76912e+10
1.97345e+11	4.38875e+11	-3.2113e+11	-3.77866e+11
1.35661e+11	5.06764e+11	-3.53818e+11	-3.10546e+11
4.69097e+11	3.15937e+11	-2.3856e+11	1.78916e+11
-2.89058e+11	1.34107e+11	-3.36165e+11	-7.09139e+10
-8.39047e+10	8.19575e+10	-4.998e+10	-2.06634e+11
2.19686e+11	3.72273e+11	-3.17276e+11	-1.64025e+09
4.78587e+11	4.42909e+11	-1.07273e+11	-5.08014e+10
-1.95757e+11	-2.53465e+11	3.68368e+10	-1.89691e+11
-4.98656e+10	-8.68373e+10	2.36116e+10	-3.22239e+11
2.97362e+11	2.82558e+11	-6.59451e+10	-8.3106e+10
2.04465e+11	3.59849e+11	-2.39548e+11	-3.12183e+11
-1.39148e+11	5.99619e+10	-1.37548e+11	-1.91117e+11
-4.86989e+10	2.29999e+09	-1.35265e+09	-1.66982e+11
3.16022e+11	2.62827e+11	-2.68961e+11	-2.11371e+11
-1.01813e+11	-1.78045e+11	-1.47386e+11	-1.61703e+11
3.55939e+11	3.65835e+11	-3.61941e+11	1.95065e+11
1.22548e+11	2.54671e+11	-1.91196e+11	-4.99731e+11
1.97088e+11	3.26063e+11	-9.26554e+10	-3.10002e+11
-3.93096e+10	6.02022e+10	1.68528e+11	-1.23764e+11
-1.64659e+11	8.73823e+10	-2.41036e+11	-4.24251e+10
1.0366e+11	-1.79885e+11	-1.82331e+11	-1.7433e+11
1.26475e+11	3.51474e+11	-2.6677e+11	-6.09282e+10
1.10042e+11	2.42525e+11	-2.79583e+11	-3.22912e+11
-1.14782e+11	-5.76515e+10	-4.15062e+11	-7.47547e+10
4.45439e+11	2.69267e+11	-6.80503e+10	-1.99999e+11
-8.88292e+10	1.09135e+11	-8.68995e+10	-1.46271e+11
-1.11392e+11	-3.69199e+10	-8.3473e+10	-1.70092e+11
-7.08096e+10	-9.82821e+10	1.87177e+10	1.12205e+11
3.2805e+11	3.14882e+11	-2.14315e+11	8.72236e+10
3.04282e+11	5.90086e+11	-7.87616e+10	-3.85231e+11
-2.26947e+11	-9.2116e+10	-2.10345e+10	-1.41169e+11
5.08056e+11	5.03069e+11	-3.95532e+11	-5.94739e+10
-3.77063e+10	-1.08229e+11	-3.64719e+11	-3.69361e+11
-1.24157e+11	-1.40062e+11	-3.76869e+11	-5.98866e+10
1.52409e+11	2.9092e+11	-5.32128e+10	-8.61835e+10
-1.44098e+10	-8.80726e+10	-2.12424e+11	-3.74181e+11
2.54707e+11	4.51927e+11	-1.18455e+11	-1.84966e+11
-2.80194e+10	-1.11505e+10	-3.48315e+10	-8.63358e+10
1.39137e+11	2.22391e+11	-1.50654e+11	-9.22229e+10
-2.01423e+11	1.34768e+11	-6.69226e+10	-1.99237e+11
7.36602e+09	-4.36548e+10	-2.35438e+10	9.94522e+10
2.55111e+11	3.02269e+11	4.1661e+10	-3.15271e+11
3.09121e+11	7.89712e+11	-9.23425e+10	-7.8458e+10
7.67197e+10	1.33836e+11	-1.70923e+11	-7.78463e+10
5.00675e+11	1.9563e+11	-1.25682e+11	-4.25578e+11
-1.45376e+10	1.22172e+11	3.84822e+10	1.86905e+10
3.87352e+10	-1.49285e+11	-3.07307e+10	-2.24367e+11
-5.81618e+10	1.21928e+11	-3.37118e+11	-1.40139e+11
1.16078e+11	2.8149e+11	-1.53621e+11	-2.75204e+11
3.14532e+11	5.74124e+11	-4.29551e+11	-1.7193e+11
9.99115e+10	-2.32146e+11	-3.71437e+11	-3.62441e+11
-1.06812e+11	-5.74812e+09	-1.79338e+11	-1.15028e+11
-1.72155e+11	2.6707e+10	-3.58955e+11	-1.31715e+11
7.66389e+10	-9.96586e+10	-2.44128e+11	-1.15848e+11
1.04041e+11	-2.4043e+11	-1.12385e+10	-1.82362e+11
5.36631e+11	3.8029e+11	-9.84613e+10	-2.49644e+11
1.97335e+11	4.71076e+11	-6.92554e+10	-1.43039e+11
6.83118e+10	1.12609e+11	2.27191e+10	-4.7134e+11
-1.26201e+11	-1.70857e+11	-1.77928e+11	8.05035e+09
-4.9492e+10	-5.53798e+10	-3.19179e+11	-1.98817e+11
4.38372e+11	2.51149e+11	8.07658e+10	-3.3723e+11
-1.96804e+11	6.17895e+10	-1.49394e+11	-2.29565e+11
6.6353e+10	3.5318e+10	-2.27325e+11	-4.72615e+11
3.62286e+11	3.76571e+11	-8.33694e+10	-2.43013e+11
-1.15877e+11	-1.52478e+11	-2.77539e+11	-1.56876e+11
3.91018e+10	2.08244e+09	-4.36131e+10	-4.59722e+11
9.44164e+10	-2.13009e+11	-2.89753e+09	-8.94748e+10
-9.64325e+10	1.41176e+11	-2.03314e+11	-1.06808e+10
-8.63601e+10	-1.62665e+11	-2.5782e+11	-3.67732e+11
3.23626e+11	2.13812e+11	-2.16061e+11	-1.34266e+11
-8.71461e+10	5.94448e+10	-1.78165e+11	-1.52356e+11
-1.13249e+11	-1.33722e+11	1.54797e+11	-1.27373e+11
1.39192e+11	6.52276e+11	-3.44935e+11	4.40482e+10
3.4571e+11	3.63742e+11	-2.63389e+11	-2.22002e+11
-1.26932e+11	1.84521e+10	-2.6823e+11	4.09074e+10
6.883e+10	-5.28485e+10	2.94e+10	-4.55365e+10
-7.53105e+09	-1.71323e+11	-2.36212e+11	-3.47771e+10
1.47393e+11	4.02965e+11	-3.01112e+11	-7.50124e+09
4.59909e+11	2.25391e+11	-9.67763e+10	-6.99691e+10
-3.01186e+10	-1.42799e+11	-1.44917e+11	-6.52e+09
3.97999e+11	1.80462e+11	-2.96686e+11	-3.98972e+11
1.30698e+10	1.02065e+11	-3.85951e+11	-1.26483e+11
1.7681e+10	1.79138e+10	-1.29598e+11	-2.81765e+11
4.32708e+11	2.11174e+11	-3.85176e+11	-1.24961e+10
1.17004e+11	5.22435e+11	-3.51727e+11	1.37784e+11
9.67015e+10	2.90573e+10	4.72069e+09	-7.72025e+10
-6.54809e+10	1.37172e+11	-2.45478e+11	-2.42819e+11
-1.39291e+11	1.37677e+11	-4.39387e+10	-1.83797e+11
-1.77123e+10	8.22514e+10	-3.82571e+11	-1.44392e+09
4.25644e+11	1.71054e+11	-1.1309e+11	-2.43819e+11
-7.02217e+08	6.83311e+10	-1.84782e+10	-5.23165e+10
-7.7001e+10	1.13239e+11	-9.18955e+10	1.24052e+09
6.16432e+11	2.26078e+11	-2.19568e+11	-2.76145e+11
3.75538e+11	2.94201e+11	-1.9497e+11	-2.3434e+11
1.24552e+11	4.15279e+11	-2.87873e+11	-1.24861e+11
1.6603e+11	3.01693e+11	-3.56131e+11	-3.41872e+11
1.50905e+11	5.48058e+11	-2.92419e+11	-2.26291e+11
1.36003e+11	2.82449e+11	-1.25542e+09	-2.23425e+11
